year,age,gender,education,income_range,income_numerical,count,ZHVI_avg,Income Needed_avg,ZHVI_max,Income Needed_max,ZHVI_min,Income Needed_min,ZHVI_med,Income Needed_med
2013,<18,Male,No high school diploma,"\$35,000 to \$49,999",42499,39,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Male,No high school diploma,"\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Male,No high school diploma,"\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Male,No high school diploma,No Income,0,"165,551",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Male,No high school diploma,No Income,0,"165,551",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Male,No high school diploma,No Income,0,"165,551",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,"165,551",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$5,000 to \$9,999",7499,"1,098",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$10,000 to \$14,999",12499,109,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$75,000 and over",75000,68,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,"9,963",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,"9,963",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$5,000 to \$9,999",7499,345,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$10,000 to \$14,999",12499,67,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$15,000 to \$24,999",19999,70,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$25,000 to \$34,999",29999,45,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,798,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,798,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$5,000 to \$9,999",7499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$10,000 to \$14,999",12499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$5,000 to \$9,999",7499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$10,000 to \$14,999",12499,59,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,"3,621",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,"3,621",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$5,000 to \$9,999",7499,293,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$10,000 to \$14,999",12499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$25,000 to \$34,999",29999,41,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,"\$75,000 and over",75000,61,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,"4,127",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,High school or equivalent,No Income,0,"4,127",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,"4,127",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$5,000 to \$9,999",7499,126,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$10,000 to \$14,999",12499,158,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$15,000 to \$24,999",19999,97,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$25,000 to \$34,999",29999,72,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$35,000 to \$49,999",42499,88,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$50,000 to \$74,999",62499,85,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,"1,692",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,"1,692",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$5,000 to \$9,999",7499,270,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$10,000 to \$14,999",12499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,364,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,364,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$5,000 to \$9,999",7499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$10,000 to \$14,999",12499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$5,000 to \$9,999",7499,800,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$10,000 to \$14,999",12499,114,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,663,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,663,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$5,000 to \$9,999",7499,39,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$10,000 to \$14,999",12499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree","\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,"1,114",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,"Some college, less than 4-yr degree",No Income,0,"1,114",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,No Income,0,"1,114",302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$5,000 to \$9,999",7499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$10,000 to \$14,999",12499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$5,000 to \$9,999",7499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$10,000 to \$14,999",12499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$5,000 to \$9,999",7499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$10,000 to \$14,999",12499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$5,000 to \$9,999",7499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$10,000 to \$14,999",12499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$15,000 to \$24,999",19999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$25,000 to \$34,999",29999,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$35,000 to \$49,999",42499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$50,000 to \$74,999",62499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$75,000 and over",75000,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,No Income,0,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$5,000 to \$9,999",7499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
2013,<18,Female,Bachelor's degree or higher,"\$10,000 to \$14,999",12499,0,302336.0993075557,139378.67422156973,691099.1632945708,1266849.1147459357,132068.32434741972,27423.005514992616,236525.8103952069,61819.38543274881
