Year,Age,Gender,Educational Attainment,Race,Personal Income,Population Count
2012,00 to 17,Male,No high school diploma,Hispanic,"$75,000 and over",0
2012,00 to 17,Male,No high school diploma,Hispanic,No Income,352653
2012,00 to 17,Male,No high school diploma,Other,"$5,000 to $9,999",1176
2012,00 to 17,Male,No high school diploma,Other,"$10,000 to $14,999",478
2012,00 to 17,Male,No high school diploma,Other,"$15,000 to $24,999",105
2012,00 to 17,Male,No high school diploma,Other,"$25,000 to $34,999",107
2012,00 to 17,Male,No high school diploma,Other,"$35,000 to $49,999",0
2012,00 to 17,Male,No high school diploma,Other,"$50,000 to $74,999",0
2012,00 to 17,Male,No high school diploma,Other,"$75,000 and over",0
2012,00 to 17,Male,No high school diploma,Other,No Income,32398
2012,00 to 17,Male,High school or equivalent,White,"$5,000 to $9,999",201
2012,00 to 17,Male,High school or equivalent,White,"$10,000 to $14,999",678
2012,00 to 17,Male,High school or equivalent,White,"$15,000 to $24,999",42
2012,00 to 17,Male,High school or equivalent,White,"$25,000 to $34,999",54
2012,00 to 17,Male,High school or equivalent,White,"$35,000 to $49,999",0
2012,00 to 17,Male,High school or equivalent,White,"$50,000 to $74,999",0
2012,00 to 17,Male,High school or equivalent,White,"$75,000 and over",131
2012,00 to 17,Male,High school or equivalent,White,No Income,3720
2012,00 to 17,Male,High school or equivalent,African American,"$5,000 to $9,999",0
2012,00 to 17,Male,High school or equivalent,African American,"$10,000 to $14,999",0
2012,00 to 17,Male,High school or equivalent,African American,"$15,000 to $24,999",0
2012,00 to 17,Male,High school or equivalent,African American,"$25,000 to $34,999",0
2012,00 to 17,Male,High school or equivalent,African American,"$35,000 to $49,999",0
2012,00 to 17,Male,High school or equivalent,African American,"$50,000 to $74,999",0
2012,00 to 17,Male,High school or equivalent,African American,"$75,000 and over",0
2012,00 to 17,Male,High school or equivalent,African American,No Income,850
2012,00 to 17,Male,High school or equivalent,Asian,"$5,000 to $9,999",41
2012,00 to 17,Male,High school or equivalent,Asian,"$10,000 to $14,999",0
2012,00 to 17,Male,High school or equivalent,Asian,"$15,000 to $24,999",0
2012,00 to 17,Male,High school or equivalent,Asian,"$25,000 to $34,999",0
2012,00 to 17,Male,High school or equivalent,Asian,"$35,000 to $49,999",0
2012,00 to 17,Male,High school or equivalent,Asian,"$50,000 to $74,999",0
2012,00 to 17,Male,High school or equivalent,Asian,"$75,000 and over",0
2012,00 to 17,Male,High school or equivalent,Asian,No Income,2523
2012,00 to 17,Male,High school or equivalent,Hispanic,"$5,000 to $9,999",547
2012,00 to 17,Male,High school or equivalent,Hispanic,"$10,000 to $14,999",726
2012,00 to 17,Male,High school or equivalent,Hispanic,"$15,000 to $24,999",116
2012,00 to 17,Male,High school or equivalent,Hispanic,"$25,000 to $34,999",0
2012,00 to 17,Male,High school or equivalent,Hispanic,"$35,000 to $49,999",0
2012,00 to 17,Male,High school or equivalent,Hispanic,"$50,000 to $74,999",0
2012,00 to 17,Male,High school or equivalent,Hispanic,"$75,000 and over",0
2012,00 to 17,Male,High school or equivalent,Hispanic,No Income,7597
2012,00 to 17,Male,High school or equivalent,Other,"$5,000 to $9,999",188
2012,00 to 17,Male,High school or equivalent,Other,"$10,000 to $14,999",73
2012,00 to 17,Male,High school or equivalent,Other,"$15,000 to $24,999",0
2012,00 to 17,Male,High school or equivalent,Other,"$25,000 to $34,999",0
2012,00 to 17,Male,High school or equivalent,Other,"$35,000 to $49,999",0
2012,00 to 17,Male,High school or equivalent,Other,"$50,000 to $74,999",0
2012,00 to 17,Male,High school or equivalent,Other,"$75,000 and over",0
2012,00 to 17,Male,High school or equivalent,Other,No Income,901
2012,00 to 17,Male,"Some college, less than 4-yr degree",White,"$5,000 to $9,999",273
2012,00 to 17,Male,"Some college, less than 4-yr degree",White,"$10,000 to $14,999",154
2012,00 to 17,Male,"Some college, less than 4-yr degree",White,"$15,000 to $24,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",White,"$25,000 to $34,999",168
2012,00 to 17,Male,"Some college, less than 4-yr degree",White,"$35,000 to $49,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",White,"$50,000 to $74,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",White,"$75,000 and over",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",White,No Income,1329
2012,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$5,000 to $9,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$10,000 to $14,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$15,000 to $24,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$25,000 to $34,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$35,000 to $49,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$50,000 to $74,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$75,000 and over",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",African American,No Income,348
2012,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$5,000 to $9,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$10,000 to $14,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$15,000 to $24,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$25,000 to $34,999",68
2012,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$35,000 to $49,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$50,000 to $74,999",43
2012,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$75,000 and over",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Asian,No Income,951
2012,00 to 17,Male,"Some college, less than 4-yr degree",Hispanic,"$5,000 to $9,999",124
2012,00 to 17,Male,"Some college, less than 4-yr degree",Hispanic,"$10,000 to $14,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Hispanic,"$15,000 to $24,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Hispanic,"$25,000 to $34,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Hispanic,"$35,000 to $49,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Hispanic,"$50,000 to $74,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Hispanic,"$75,000 and over",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Hispanic,No Income,1432
2012,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$5,000 to $9,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$10,000 to $14,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$15,000 to $24,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$25,000 to $34,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$35,000 to $49,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$50,000 to $74,999",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$75,000 and over",0
2012,00 to 17,Male,"Some college, less than 4-yr degree",Other,No Income,0
2012,00 to 17,Male,Bachelor's degree or higher,White,"$5,000 to $9,999",0
2012,00 to 17,Male,Bachelor's degree or higher,White,"$10,000 to $14,999",0
2012,00 to 17,Male,Bachelor's degree or higher,White,"$15,000 to $24,999",0
2012,00 to 17,Male,Bachelor's degree or higher,White,"$25,000 to $34,999",0
2012,00 to 17,Male,Bachelor's degree or higher,White,"$35,000 to $49,999",0
2012,00 to 17,Male,Bachelor's degree or higher,White,"$50,000 to $74,999",0
2012,00 to 17,Male,Bachelor's degree or higher,White,"$75,000 and over",0
2012,00 to 17,Male,Bachelor's degree or higher,White,No Income,0
2012,00 to 17,Male,Bachelor's degree or higher,African American,"$5,000 to $9,999",0
2012,00 to 17,Male,Bachelor's degree or higher,African American,"$10,000 to $14,999",0
2012,00 to 17,Male,Bachelor's degree or higher,African American,"$15,000 to $24,999",0
2012,00 to 17,Male,Bachelor's degree or higher,African American,"$25,000 to $34,999",0
2012,00 to 17,Male,Bachelor's degree or higher,African American,"$35,000 to $49,999",0
2012,00 to 17,Male,Bachelor's degree or higher,African American,"$50,000 to $74,999",0
2012,00 to 17,Male,Bachelor's degree or higher,African American,"$75,000 and over",0
2012,00 to 17,Male,Bachelor's degree or higher,African American,No Income,0
2012,00 to 17,Male,Bachelor's degree or higher,Asian,"$5,000 to $9,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Asian,"$10,000 to $14,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Asian,"$15,000 to $24,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Asian,"$25,000 to $34,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Asian,"$35,000 to $49,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Asian,"$50,000 to $74,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Asian,"$75,000 and over",0
2012,00 to 17,Male,Bachelor's degree or higher,Asian,No Income,0
2012,00 to 17,Male,Bachelor's degree or higher,Hispanic,"$5,000 to $9,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Hispanic,"$10,000 to $14,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Hispanic,"$15,000 to $24,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Hispanic,"$25,000 to $34,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Hispanic,"$35,000 to $49,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Hispanic,"$50,000 to $74,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Hispanic,"$75,000 and over",0
2012,00 to 17,Male,Bachelor's degree or higher,Hispanic,No Income,0
2012,00 to 17,Male,Bachelor's degree or higher,Other,"$5,000 to $9,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Other,"$10,000 to $14,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Other,"$15,000 to $24,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Other,"$25,000 to $34,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Other,"$35,000 to $49,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Other,"$50,000 to $74,999",0
2012,00 to 17,Male,Bachelor's degree or higher,Other,"$75,000 and over",0
2012,00 to 17,Male,Bachelor's degree or higher,Other,No Income,0
2012,00 to 17,Female,No high school diploma,White,"$5,000 to $9,999",5455
2012,00 to 17,Female,No high school diploma,White,"$10,000 to $14,999",3533
2012,00 to 17,Female,No high school diploma,White,"$15,000 to $24,999",1614
2012,00 to 17,Female,No high school diploma,White,"$25,000 to $34,999",184
2012,00 to 17,Female,No high school diploma,White,"$35,000 to $49,999",28
2012,00 to 17,Female,No high school diploma,White,"$50,000 to $74,999",0
2012,00 to 17,Female,No high school diploma,White,"$75,000 and over",99
2012,00 to 17,Female,No high school diploma,White,No Income,171547
2012,00 to 17,Female,No high school diploma,African American,"$5,000 to $9,999",1781
2012,00 to 17,Female,No high school diploma,African American,"$10,000 to $14,999",244
2012,00 to 17,Female,No high school diploma,African American,"$15,000 to $24,999",43
2012,00 to 17,Female,No high school diploma,African American,"$25,000 to $34,999",0
2012,00 to 17,Female,No high school diploma,African American,"$35,000 to $49,999",0
2012,00 to 17,Female,No high school diploma,African American,"$50,000 to $74,999",0
2012,00 to 17,Female,No high school diploma,African American,"$75,000 and over",0
2012,00 to 17,Female,No high school diploma,African American,No Income,37703
2012,00 to 17,Female,No high school diploma,Asian,"$5,000 to $9,999",886
2012,00 to 17,Female,No high school diploma,Asian,"$10,000 to $14,999",586
2012,00 to 17,Female,No high school diploma,Asian,"$15,000 to $24,999",201
2012,00 to 17,Female,No high school diploma,Asian,"$25,000 to $34,999",129
2012,00 to 17,Female,No high school diploma,Asian,"$35,000 to $49,999",0
2012,00 to 17,Female,No high school diploma,Asian,"$50,000 to $74,999",0
2012,00 to 17,Female,No high school diploma,Asian,"$75,000 and over",0
2012,00 to 17,Female,No high school diploma,Asian,No Income,74270
2012,00 to 17,Female,No high school diploma,Hispanic,"$5,000 to $9,999",7535
2012,00 to 17,Female,No high school diploma,Hispanic,"$10,000 to $14,999",1870
2012,00 to 17,Female,No high school diploma,Hispanic,"$15,000 to $24,999",732
2012,00 to 17,Female,No high school diploma,Hispanic,"$25,000 to $34,999",0
2012,00 to 17,Female,No high school diploma,Hispanic,"$35,000 to $49,999",226
2012,00 to 17,Female,No high school diploma,Hispanic,"$50,000 to $74,999",63
2012,00 to 17,Female,No high school diploma,Hispanic,"$75,000 and over",156
2012,00 to 17,Female,No high school diploma,Hispanic,No Income,339815
2012,00 to 17,Female,No high school diploma,Other,"$5,000 to $9,999",1085
2012,00 to 17,Female,No high school diploma,Other,"$10,000 to $14,999",747
2012,00 to 17,Female,No high school diploma,Other,"$15,000 to $24,999",20
2012,00 to 17,Female,No high school diploma,Other,"$25,000 to $34,999",0
2012,00 to 17,Female,No high school diploma,Other,"$35,000 to $49,999",0
2012,00 to 17,Female,No high school diploma,Other,"$50,000 to $74,999",0
2012,00 to 17,Female,No high school diploma,Other,"$75,000 and over",0
2012,00 to 17,Female,No high school diploma,Other,No Income,30422
2012,00 to 17,Female,High school or equivalent,White,"$5,000 to $9,999",866
2012,00 to 17,Female,High school or equivalent,White,"$10,000 to $14,999",52
2012,00 to 17,Female,High school or equivalent,White,"$15,000 to $24,999",90
2012,00 to 17,Female,High school or equivalent,White,"$25,000 to $34,999",42
2012,00 to 17,Female,High school or equivalent,White,"$35,000 to $49,999",0
2012,00 to 17,Female,High school or equivalent,White,"$50,000 to $74,999",0
2012,00 to 17,Female,High school or equivalent,White,"$75,000 and over",81
2012,00 to 17,Female,High school or equivalent,White,No Income,3916
2012,00 to 17,Female,High school or equivalent,African American,"$5,000 to $9,999",65
2012,00 to 17,Female,High school or equivalent,African American,"$10,000 to $14,999",312
2012,00 to 17,Female,High school or equivalent,African American,"$15,000 to $24,999",0
2012,00 to 17,Female,High school or equivalent,African American,"$25,000 to $34,999",0
2012,00 to 17,Female,High school or equivalent,African American,"$35,000 to $49,999",0
2012,00 to 17,Female,High school or equivalent,African American,"$50,000 to $74,999",0
2012,00 to 17,Female,High school or equivalent,African American,"$75,000 and over",0
2012,00 to 17,Female,High school or equivalent,African American,No Income,2626
2012,00 to 17,Female,High school or equivalent,Asian,"$5,000 to $9,999",52
2012,00 to 17,Female,High school or equivalent,Asian,"$10,000 to $14,999",0
2012,00 to 17,Female,High school or equivalent,Asian,"$15,000 to $24,999",0
2012,00 to 17,Female,High school or equivalent,Asian,"$25,000 to $34,999",0
2012,00 to 17,Female,High school or equivalent,Asian,"$35,000 to $49,999",0
2012,00 to 17,Female,High school or equivalent,Asian,"$50,000 to $74,999",0
2012,00 to 17,Female,High school or equivalent,Asian,"$75,000 and over",0
2012,00 to 17,Female,High school or equivalent,Asian,No Income,1883
2012,00 to 17,Female,High school or equivalent,Hispanic,"$5,000 to $9,999",229
2012,00 to 17,Female,High school or equivalent,Hispanic,"$10,000 to $14,999",0
2012,00 to 17,Female,High school or equivalent,Hispanic,"$15,000 to $24,999",81
2012,00 to 17,Female,High school or equivalent,Hispanic,"$25,000 to $34,999",0
2012,00 to 17,Female,High school or equivalent,Hispanic,"$35,000 to $49,999",0
2012,00 to 17,Female,High school or equivalent,Hispanic,"$50,000 to $74,999",0
2012,00 to 17,Female,High school or equivalent,Hispanic,"$75,000 and over",0
2012,00 to 17,Female,High school or equivalent,Hispanic,No Income,7514
2012,00 to 17,Female,High school or equivalent,Other,"$5,000 to $9,999",0
2012,00 to 17,Female,High school or equivalent,Other,"$10,000 to $14,999",0
2012,00 to 17,Female,High school or equivalent,Other,"$15,000 to $24,999",0
2012,00 to 17,Female,High school or equivalent,Other,"$25,000 to $34,999",0
2012,00 to 17,Female,High school or equivalent,Other,"$35,000 to $49,999",0
2012,00 to 17,Female,High school or equivalent,Other,"$50,000 to $74,999",0
2012,00 to 17,Female,High school or equivalent,Other,"$75,000 and over",0
2012,00 to 17,Female,High school or equivalent,Other,No Income,1226
2012,00 to 17,Female,"Some college, less than 4-yr degree",White,"$5,000 to $9,999",136
2012,00 to 17,Female,"Some college, less than 4-yr degree",White,"$10,000 to $14,999",94
2012,00 to 17,Female,"Some college, less than 4-yr degree",White,"$15,000 to $24,999",216
2012,00 to 17,Female,"Some college, less than 4-yr degree",White,"$25,000 to $34,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",White,"$35,000 to $49,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",White,"$50,000 to $74,999",39
2012,00 to 17,Female,"Some college, less than 4-yr degree",White,"$75,000 and over",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",White,No Income,1276
2012,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$5,000 to $9,999",91
2012,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$10,000 to $14,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$15,000 to $24,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$25,000 to $34,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$35,000 to $49,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$50,000 to $74,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$75,000 and over",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",African American,No Income,235
2012,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$5,000 to $9,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$10,000 to $14,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$15,000 to $24,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$25,000 to $34,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$35,000 to $49,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$50,000 to $74,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$75,000 and over",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Asian,No Income,818
2012,00 to 17,Female,"Some college, less than 4-yr degree",Hispanic,"$5,000 to $9,999",100
2012,00 to 17,Female,"Some college, less than 4-yr degree",Hispanic,"$10,000 to $14,999",178
2012,00 to 17,Female,"Some college, less than 4-yr degree",Hispanic,"$15,000 to $24,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Hispanic,"$25,000 to $34,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Hispanic,"$35,000 to $49,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Hispanic,"$50,000 to $74,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Hispanic,"$75,000 and over",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Hispanic,No Income,2429
2012,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$5,000 to $9,999",6
2012,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$10,000 to $14,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$15,000 to $24,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$25,000 to $34,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$35,000 to $49,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$50,000 to $74,999",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$75,000 and over",0
2012,00 to 17,Female,"Some college, less than 4-yr degree",Other,No Income,389
2012,00 to 17,Female,Bachelor's degree or higher,White,"$5,000 to $9,999",0
2012,00 to 17,Female,Bachelor's degree or higher,White,"$10,000 to $14,999",0
2012,00 to 17,Female,Bachelor's degree or higher,White,"$15,000 to $24,999",0
2012,00 to 17,Female,Bachelor's degree or higher,White,"$25,000 to $34,999",0
2012,00 to 17,Female,Bachelor's degree or higher,White,"$35,000 to $49,999",0
2012,00 to 17,Female,Bachelor's degree or higher,White,"$50,000 to $74,999",0
2012,00 to 17,Female,Bachelor's degree or higher,White,"$75,000 and over",0
2012,00 to 17,Female,Bachelor's degree or higher,White,No Income,0
2012,00 to 17,Female,Bachelor's degree or higher,African American,"$5,000 to $9,999",0
2012,00 to 17,Female,Bachelor's degree or higher,African American,"$10,000 to $14,999",0
2012,00 to 17,Female,Bachelor's degree or higher,African American,"$15,000 to $24,999",0
2012,00 to 17,Female,Bachelor's degree or higher,African American,"$25,000 to $34,999",0
2012,00 to 17,Female,Bachelor's degree or higher,African American,"$35,000 to $49,999",0
2012,00 to 17,Female,Bachelor's degree or higher,African American,"$50,000 to $74,999",0
2012,00 to 17,Female,Bachelor's degree or higher,African American,"$75,000 and over",0
2012,00 to 17,Female,Bachelor's degree or higher,African American,No Income,0
2012,00 to 17,Female,Bachelor's degree or higher,Asian,"$5,000 to $9,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Asian,"$10,000 to $14,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Asian,"$15,000 to $24,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Asian,"$25,000 to $34,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Asian,"$35,000 to $49,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Asian,"$50,000 to $74,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Asian,"$75,000 and over",0
2012,00 to 17,Female,Bachelor's degree or higher,Asian,No Income,0
2012,00 to 17,Female,Bachelor's degree or higher,Hispanic,"$5,000 to $9,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Hispanic,"$10,000 to $14,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Hispanic,"$15,000 to $24,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Hispanic,"$25,000 to $34,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Hispanic,"$35,000 to $49,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Hispanic,"$50,000 to $74,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Hispanic,"$75,000 and over",0
2012,00 to 17,Female,Bachelor's degree or higher,Hispanic,No Income,0
2012,00 to 17,Female,Bachelor's degree or higher,Other,"$5,000 to $9,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Other,"$10,000 to $14,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Other,"$15,000 to $24,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Other,"$25,000 to $34,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Other,"$35,000 to $49,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Other,"$50,000 to $74,999",0
2012,00 to 17,Female,Bachelor's degree or higher,Other,"$75,000 and over",0
2012,00 to 17,Female,Bachelor's degree or higher,Other,No Income,0
2012,18 to 64,Male,No high school diploma,White,"$5,000 to $9,999",30943
2012,18 to 64,Male,No high school diploma,White,"$10,000 to $14,999",39855
2012,18 to 64,Male,No high school diploma,White,"$15,000 to $24,999",38192
2012,18 to 64,Male,No high school diploma,White,"$25,000 to $34,999",19524
2012,18 to 64,Male,No high school diploma,White,"$35,000 to $49,999",25765
2012,18 to 64,Male,No high school diploma,White,"$50,000 to $74,999",25584
2012,18 to 64,Male,No high school diploma,White,"$75,000 and over",9777
2012,18 to 64,Male,No high school diploma,White,No Income,70639
2012,18 to 64,Male,No high school diploma,African American,"$5,000 to $9,999",11740
2012,18 to 64,Male,No high school diploma,African American,"$10,000 to $14,999",15730
2012,18 to 64,Male,No high school diploma,African American,"$15,000 to $24,999",5858
2012,18 to 64,Male,No high school diploma,African American,"$25,000 to $34,999",2910
2012,18 to 64,Male,No high school diploma,African American,"$35,000 to $49,999",2758
2012,18 to 64,Male,No high school diploma,African American,"$50,000 to $74,999",1224
2012,18 to 64,Male,No high school diploma,African American,"$75,000 and over",1063
2012,18 to 64,Male,No high school diploma,African American,No Income,38658
2012,18 to 64,Male,No high school diploma,Asian,"$5,000 to $9,999",17899
2012,18 to 64,Male,No high school diploma,Asian,"$10,000 to $14,999",18191
2012,18 to 64,Male,No high school diploma,Asian,"$15,000 to $24,999",27518
2012,18 to 64,Male,No high school diploma,Asian,"$25,000 to $34,999",16262
2012,18 to 64,Male,No high school diploma,Asian,"$35,000 to $49,999",12350
2012,18 to 64,Male,No high school diploma,Asian,"$50,000 to $74,999",7584
2012,18 to 64,Male,No high school diploma,Asian,"$75,000 and over",3054
2012,18 to 64,Male,No high school diploma,Asian,No Income,31237
2012,18 to 64,Male,No high school diploma,Hispanic,"$5,000 to $9,999",153796
2012,18 to 64,Male,No high school diploma,Hispanic,"$10,000 to $14,999",231076
2012,18 to 64,Male,No high school diploma,Hispanic,"$15,000 to $24,999",444830
2012,18 to 64,Male,No high school diploma,Hispanic,"$25,000 to $34,999",254854
2012,18 to 64,Male,No high school diploma,Hispanic,"$35,000 to $49,999",168960
2012,18 to 64,Male,No high school diploma,Hispanic,"$50,000 to $74,999",74438
2012,18 to 64,Male,No high school diploma,Hispanic,"$75,000 and over",20416
2012,18 to 64,Male,No high school diploma,Hispanic,No Income,207769
2012,18 to 64,Male,No high school diploma,Other,"$5,000 to $9,999",4324
2012,18 to 64,Male,No high school diploma,Other,"$10,000 to $14,999",4770
2012,18 to 64,Male,No high school diploma,Other,"$15,000 to $24,999",6196
2012,18 to 64,Male,No high school diploma,Other,"$25,000 to $34,999",2361
2012,18 to 64,Male,No high school diploma,Other,"$35,000 to $49,999",2711
2012,18 to 64,Male,No high school diploma,Other,"$50,000 to $74,999",986
2012,18 to 64,Male,No high school diploma,Other,"$75,000 and over",1052
2012,18 to 64,Male,No high school diploma,Other,No Income,13130
2012,18 to 64,Male,High school or equivalent,White,"$5,000 to $9,999",73182
2012,18 to 64,Male,High school or equivalent,White,"$10,000 to $14,999",86989
2012,18 to 64,Male,High school or equivalent,White,"$15,000 to $24,999",145404
2012,18 to 64,Male,High school or equivalent,White,"$25,000 to $34,999",102706
2012,18 to 64,Male,High school or equivalent,White,"$35,000 to $49,999",119736
2012,18 to 64,Male,High school or equivalent,White,"$50,000 to $74,999",143022
2012,18 to 64,Male,High school or equivalent,White,"$75,000 and over",91715
2012,18 to 64,Male,High school or equivalent,White,No Income,131989
2012,18 to 64,Male,High school or equivalent,African American,"$5,000 to $9,999",18906
2012,18 to 64,Male,High school or equivalent,African American,"$10,000 to $14,999",23604
2012,18 to 64,Male,High school or equivalent,African American,"$15,000 to $24,999",23534
2012,18 to 64,Male,High school or equivalent,African American,"$25,000 to $34,999",12518
2012,18 to 64,Male,High school or equivalent,African American,"$35,000 to $49,999",17818
2012,18 to 64,Male,High school or equivalent,African American,"$50,000 to $74,999",15663
2012,18 to 64,Male,High school or equivalent,African American,"$75,000 and over",7813
2012,18 to 64,Male,High school or equivalent,African American,No Income,47373
2012,18 to 64,Male,High school or equivalent,Asian,"$5,000 to $9,999",18768
2012,18 to 64,Male,High school or equivalent,Asian,"$10,000 to $14,999",23044
2012,18 to 64,Male,High school or equivalent,Asian,"$15,000 to $24,999",40627
2012,18 to 64,Male,High school or equivalent,Asian,"$25,000 to $34,999",25460
2012,18 to 64,Male,High school or equivalent,Asian,"$35,000 to $49,999",32480
2012,18 to 64,Male,High school or equivalent,Asian,"$50,000 to $74,999",19754
2012,18 to 64,Male,High school or equivalent,Asian,"$75,000 and over",6945
2012,18 to 64,Male,High school or equivalent,Asian,No Income,52471
2012,18 to 64,Male,High school or equivalent,Hispanic,"$5,000 to $9,999",100489
2012,18 to 64,Male,High school or equivalent,Hispanic,"$10,000 to $14,999",130377
2012,18 to 64,Male,High school or equivalent,Hispanic,"$15,000 to $24,999",253068
2012,18 to 64,Male,High school or equivalent,Hispanic,"$25,000 to $34,999",179206
2012,18 to 64,Male,High school or equivalent,Hispanic,"$35,000 to $49,999",157398
2012,18 to 64,Male,High school or equivalent,Hispanic,"$50,000 to $74,999",112397
2012,18 to 64,Male,High school or equivalent,Hispanic,"$75,000 and over",43067
