Year,Age,Gender,Educational Attainment,Race,Personal Income,Population Count
2014,65 to 80+,Male,High school or equivalent,Native American,"$50,000 to $74,999",34
2014,65 to 80+,Male,High school or equivalent,Native American,"$75,000 and over",330
2014,65 to 80+,Male,High school or equivalent,Native American,No Income,11
2014,65 to 80+,Male,High school or equivalent,Asian,No Income,11
2014,65 to 80+,Male,High school or equivalent,Asian,"$5,000 to $9,999","14,704"
2014,65 to 80+,Male,High school or equivalent,Asian,"$10,000 to $14,999","8,911"
2014,65 to 80+,Male,High school or equivalent,Asian,"$15,000 to $24,999","9,465"
2014,65 to 80+,Male,High school or equivalent,Asian,"$25,000 to $34,999","4,783"
2014,65 to 80+,Male,High school or equivalent,Asian,"$35,000 to $49,999","2,537"
2014,65 to 80+,Male,High school or equivalent,Asian,"$50,000 to $74,999","3,376"
2014,65 to 80+,Male,High school or equivalent,Asian,"$75,000 and over","1,425"
2014,65 to 80+,Male,High school or equivalent,Asian,No Income,"9,044"
2014,65 to 80+,Male,High school or equivalent,Other,No Income,"9,044"
2014,65 to 80+,Male,High school or equivalent,Other,"$5,000 to $9,999","3,901"
2014,65 to 80+,Male,High school or equivalent,Other,"$10,000 to $14,999","6,092"
2014,65 to 80+,Male,High school or equivalent,Other,"$15,000 to $24,999","5,298"
2014,65 to 80+,Male,High school or equivalent,Other,"$25,000 to $34,999","2,976"
2014,65 to 80+,Male,High school or equivalent,Other,"$35,000 to $49,999","2,860"
2014,65 to 80+,Male,High school or equivalent,Other,"$50,000 to $74,999","2,204"
2014,65 to 80+,Male,High school or equivalent,Other,"$75,000 and over","1,351"
2014,65 to 80+,Male,High school or equivalent,Other,No Income,"3,885"
2014,65 to 80+,Male,High school or equivalent,Other,No Income,"3,885"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",White,No Income,"3,885"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",White,"$5,000 to $9,999","19,255"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",White,"$10,000 to $14,999","36,197"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",White,"$15,000 to $24,999","90,475"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",White,"$25,000 to $34,999","64,859"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",White,"$35,000 to $49,999","69,986"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",White,"$50,000 to $74,999","75,124"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",White,"$75,000 and over","55,071"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",White,No Income,"18,240"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",African American,No Income,"18,240"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",African American,"$5,000 to $9,999","3,895"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",African American,"$10,000 to $14,999","7,745"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",African American,"$15,000 to $24,999","7,421"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",African American,"$25,000 to $34,999","4,773"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",African American,"$35,000 to $49,999","4,785"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",African American,"$50,000 to $74,999","6,968"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",African American,"$75,000 and over","3,240"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",African American,No Income,"2,639"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Native American,No Income,"2,639"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Native American,"$5,000 to $9,999",144
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Native American,"$10,000 to $14,999",462
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Native American,"$15,000 to $24,999",416
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Native American,"$25,000 to $34,999",211
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Native American,"$35,000 to $49,999",193
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Native American,"$50,000 to $74,999",15
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Native American,"$75,000 and over",192
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Native American,No Income,151
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Asian,No Income,151
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Asian,"$5,000 to $9,999","10,103"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Asian,"$10,000 to $14,999","10,934"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Asian,"$15,000 to $24,999","8,450"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Asian,"$25,000 to $34,999","6,037"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Asian,"$35,000 to $49,999","6,719"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Asian,"$50,000 to $74,999","6,283"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Asian,"$75,000 and over","4,608"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Asian,No Income,"7,641"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Other,No Income,"7,641"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Other,"$5,000 to $9,999","2,730"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Other,"$10,000 to $14,999","4,266"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Other,"$15,000 to $24,999","6,341"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Other,"$25,000 to $34,999","4,330"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Other,"$35,000 to $49,999","4,198"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Other,"$50,000 to $74,999","3,714"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Other,"$75,000 and over","1,895"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Other,No Income,"2,810"
2014,65 to 80+,Male,"Some college, less than 4-yr degree",Other,No Income,"2,810"
2014,65 to 80+,Male,Bachelor's degree or higher,White,No Income,"2,810"
2014,65 to 80+,Male,Bachelor's degree or higher,White,"$5,000 to $9,999","18,079"
2014,65 to 80+,Male,Bachelor's degree or higher,White,"$10,000 to $14,999","29,152"
2014,65 to 80+,Male,Bachelor's degree or higher,White,"$15,000 to $24,999","68,448"
2014,65 to 80+,Male,Bachelor's degree or higher,White,"$25,000 to $34,999","64,198"
2014,65 to 80+,Male,Bachelor's degree or higher,White,"$35,000 to $49,999","82,351"
2014,65 to 80+,Male,Bachelor's degree or higher,White,"$50,000 to $74,999","101,590"
2014,65 to 80+,Male,Bachelor's degree or higher,White,"$75,000 and over","148,931"
2014,65 to 80+,Male,Bachelor's degree or higher,White,No Income,"20,606"
2014,65 to 80+,Male,Bachelor's degree or higher,African American,No Income,"20,606"
2014,65 to 80+,Male,Bachelor's degree or higher,African American,"$5,000 to $9,999",909
2014,65 to 80+,Male,Bachelor's degree or higher,African American,"$10,000 to $14,999","1,409"
2014,65 to 80+,Male,Bachelor's degree or higher,African American,"$15,000 to $24,999","3,431"
2014,65 to 80+,Male,Bachelor's degree or higher,African American,"$25,000 to $34,999","2,294"
2014,65 to 80+,Male,Bachelor's degree or higher,African American,"$35,000 to $49,999","2,993"
2014,65 to 80+,Male,Bachelor's degree or higher,African American,"$50,000 to $74,999","4,025"
2014,65 to 80+,Male,Bachelor's degree or higher,African American,"$75,000 and over","6,896"
2014,65 to 80+,Male,Bachelor's degree or higher,African American,No Income,"1,154"
2014,65 to 80+,Male,Bachelor's degree or higher,Native American,No Income,"1,154"
2014,65 to 80+,Male,Bachelor's degree or higher,Native American,"$5,000 to $9,999",214
2014,65 to 80+,Male,Bachelor's degree or higher,Native American,"$10,000 to $14,999",111
2014,65 to 80+,Male,Bachelor's degree or higher,Native American,"$15,000 to $24,999",112
2014,65 to 80+,Male,Bachelor's degree or higher,Native American,"$25,000 to $34,999",0
2014,65 to 80+,Male,Bachelor's degree or higher,Native American,"$35,000 to $49,999",104
2014,65 to 80+,Male,Bachelor's degree or higher,Native American,"$50,000 to $74,999",195
2014,65 to 80+,Male,Bachelor's degree or higher,Native American,"$75,000 and over",146
2014,65 to 80+,Male,Bachelor's degree or higher,Native American,No Income,53
2014,65 to 80+,Male,Bachelor's degree or higher,Asian,No Income,53
2014,65 to 80+,Male,Bachelor's degree or higher,Asian,"$5,000 to $9,999","19,180"
2014,65 to 80+,Male,Bachelor's degree or higher,Asian,"$10,000 to $14,999","11,804"
2014,65 to 80+,Male,Bachelor's degree or higher,Asian,"$15,000 to $24,999","19,537"
2014,65 to 80+,Male,Bachelor's degree or higher,Asian,"$25,000 to $34,999","13,538"
2014,65 to 80+,Male,Bachelor's degree or higher,Asian,"$35,000 to $49,999","13,052"
2014,65 to 80+,Male,Bachelor's degree or higher,Asian,"$50,000 to $74,999","14,338"
2014,65 to 80+,Male,Bachelor's degree or higher,Asian,"$75,000 and over","18,930"
2014,65 to 80+,Male,Bachelor's degree or higher,Asian,No Income,"13,800"
2014,65 to 80+,Male,Bachelor's degree or higher,Other,No Income,"13,800"
2014,65 to 80+,Male,Bachelor's degree or higher,Other,"$5,000 to $9,999",930
2014,65 to 80+,Male,Bachelor's degree or higher,Other,"$10,000 to $14,999","2,376"
2014,65 to 80+,Male,Bachelor's degree or higher,Other,"$15,000 to $24,999","2,138"
2014,65 to 80+,Male,Bachelor's degree or higher,Other,"$25,000 to $34,999","1,906"
2014,65 to 80+,Male,Bachelor's degree or higher,Other,"$35,000 to $49,999","2,390"
2014,65 to 80+,Male,Bachelor's degree or higher,Other,"$50,000 to $74,999","2,721"
2014,65 to 80+,Male,Bachelor's degree or higher,Other,"$75,000 and over","3,633"
2014,65 to 80+,Male,Bachelor's degree or higher,Other,No Income,"1,678"
2014,65 to 80+,Male,Bachelor's degree or higher,Other,No Income,"1,678"
2014,65 to 80+,Male,No high school diploma,White,No Income,"1,678"
2014,65 to 80+,Male,No high school diploma,White,"$5,000 to $9,999","44,713"
2014,65 to 80+,Male,No high school diploma,White,"$10,000 to $14,999","54,789"
2014,65 to 80+,Male,No high school diploma,White,"$15,000 to $24,999","49,481"
2014,65 to 80+,Male,No high school diploma,White,"$25,000 to $34,999","24,910"
2014,65 to 80+,Male,No high school diploma,White,"$35,000 to $49,999","18,852"
2014,65 to 80+,Male,No high school diploma,White,"$50,000 to $74,999","11,424"
2014,65 to 80+,Male,No high school diploma,White,"$75,000 and over","4,827"
2014,65 to 80+,Male,No high school diploma,White,No Income,"27,417"
2014,65 to 80+,Male,No high school diploma,African American,No Income,"27,417"
2014,65 to 80+,Male,No high school diploma,African American,"$5,000 to $9,999","2,127"
2014,65 to 80+,Male,No high school diploma,African American,"$10,000 to $14,999","4,499"
2014,65 to 80+,Male,No high school diploma,African American,"$15,000 to $24,999","4,259"
2014,65 to 80+,Male,No high school diploma,African American,"$25,000 to $34,999","2,360"
2014,65 to 80+,Male,No high school diploma,African American,"$35,000 to $49,999","1,534"
2014,65 to 80+,Male,No high school diploma,African American,"$50,000 to $74,999",762
2014,65 to 80+,Male,No high school diploma,African American,"$75,000 and over",44
2014,65 to 80+,Male,No high school diploma,African American,No Income,"1,398"
2014,65 to 80+,Male,No high school diploma,Native American,No Income,"1,398"
2014,65 to 80+,Male,No high school diploma,Native American,"$5,000 to $9,999",255
2014,65 to 80+,Male,No high school diploma,Native American,"$10,000 to $14,999",459
2014,65 to 80+,Male,No high school diploma,Native American,"$15,000 to $24,999",732
2014,65 to 80+,Male,No high school diploma,Native American,"$25,000 to $34,999",97
2014,65 to 80+,Male,No high school diploma,Native American,"$35,000 to $49,999",0
2014,65 to 80+,Male,No high school diploma,Native American,"$50,000 to $74,999",53
2014,65 to 80+,Male,No high school diploma,Native American,"$75,000 and over",0
2014,65 to 80+,Male,No high school diploma,Native American,No Income,227
2014,65 to 80+,Male,No high school diploma,Asian,No Income,227
2014,65 to 80+,Male,No high school diploma,Asian,"$5,000 to $9,999","26,738"
2014,65 to 80+,Male,No high school diploma,Asian,"$10,000 to $14,999","14,580"
2014,65 to 80+,Male,No high school diploma,Asian,"$15,000 to $24,999","5,680"
2014,65 to 80+,Male,No high school diploma,Asian,"$25,000 to $34,999","2,953"
2014,65 to 80+,Male,No high school diploma,Asian,"$35,000 to $49,999","1,655"
2014,65 to 80+,Male,No high school diploma,Asian,"$50,000 to $74,999","1,211"
2014,65 to 80+,Male,No high school diploma,Asian,"$75,000 and over",808
2014,65 to 80+,Male,No high school diploma,Asian,No Income,"11,822"
2014,65 to 80+,Male,No high school diploma,Other,No Income,"11,822"
2014,65 to 80+,Male,No high school diploma,Other,"$5,000 to $9,999","18,523"
2014,65 to 80+,Male,No high school diploma,Other,"$10,000 to $14,999","20,904"
2014,65 to 80+,Male,No high school diploma,Other,"$15,000 to $24,999","17,269"
2014,65 to 80+,Male,No high school diploma,Other,"$25,000 to $34,999","8,203"
2014,65 to 80+,Male,No high school diploma,Other,"$35,000 to $49,999","3,653"
2014,65 to 80+,Male,No high school diploma,Other,"$50,000 to $74,999","1,896"
2014,65 to 80+,Male,No high school diploma,Other,"$75,000 and over","1,311"
2014,65 to 80+,Male,No high school diploma,Other,No Income,"16,673"
2014,65 to 80+,Male,No high school diploma,Other,No Income,"16,673"
2014,65 to 80+,Male,No high school diploma,Other,No Income,"16,673"
2014,65 to 80+,Female,High school or equivalent,White,No Income,"16,673"
2014,65 to 80+,Female,High school or equivalent,White,"$5,000 to $9,999","95,098"
2014,65 to 80+,Female,High school or equivalent,White,"$10,000 to $14,999","106,928"
2014,65 to 80+,Female,High school or equivalent,White,"$15,000 to $24,999","119,268"
2014,65 to 80+,Female,High school or equivalent,White,"$25,000 to $34,999","57,381"
2014,65 to 80+,Female,High school or equivalent,White,"$35,000 to $49,999","37,300"
2014,65 to 80+,Female,High school or equivalent,White,"$50,000 to $74,999","28,011"
2014,65 to 80+,Female,High school or equivalent,White,"$75,000 and over","13,539"
2014,65 to 80+,Female,High school or equivalent,White,No Income,"47,870"
2014,65 to 80+,Female,High school or equivalent,African American,No Income,"47,870"
2014,65 to 80+,Female,High school or equivalent,African American,"$5,000 to $9,999","8,342"
2014,65 to 80+,Female,High school or equivalent,African American,"$10,000 to $14,999","11,065"
2014,65 to 80+,Female,High school or equivalent,African American,"$15,000 to $24,999","6,786"
2014,65 to 80+,Female,High school or equivalent,African American,"$25,000 to $34,999","3,331"
2014,65 to 80+,Female,High school or equivalent,African American,"$35,000 to $49,999","1,748"
2014,65 to 80+,Female,High school or equivalent,African American,"$50,000 to $74,999","1,028"
2014,65 to 80+,Female,High school or equivalent,African American,"$75,000 and over","1,014"
2014,65 to 80+,Female,High school or equivalent,African American,No Income,"4,388"
2014,65 to 80+,Female,High school or equivalent,Native American,No Income,"4,388"
2014,65 to 80+,Female,High school or equivalent,Native American,"$5,000 to $9,999",315
2014,65 to 80+,Female,High school or equivalent,Native American,"$10,000 to $14,999","1,038"
2014,65 to 80+,Female,High school or equivalent,Native American,"$15,000 to $24,999",829
2014,65 to 80+,Female,High school or equivalent,Native American,"$25,000 to $34,999",334
2014,65 to 80+,Female,High school or equivalent,Native American,"$35,000 to $49,999",833
2014,65 to 80+,Female,High school or equivalent,Native American,"$50,000 to $74,999",174
2014,65 to 80+,Female,High school or equivalent,Native American,"$75,000 and over",139
2014,65 to 80+,Female,High school or equivalent,Native American,No Income,178
2014,65 to 80+,Female,High school or equivalent,Asian,No Income,178
2014,65 to 80+,Female,High school or equivalent,Asian,"$5,000 to $9,999","28,403"
2014,65 to 80+,Female,High school or equivalent,Asian,"$10,000 to $14,999","19,900"
2014,65 to 80+,Female,High school or equivalent,Asian,"$15,000 to $24,999","10,571"
2014,65 to 80+,Female,High school or equivalent,Asian,"$25,000 to $34,999","5,789"
2014,65 to 80+,Female,High school or equivalent,Asian,"$35,000 to $49,999","4,464"
2014,65 to 80+,Female,High school or equivalent,Asian,"$50,000 to $74,999","1,905"
2014,65 to 80+,Female,High school or equivalent,Asian,"$75,000 and over","1,032"
2014,65 to 80+,Female,High school or equivalent,Asian,No Income,"17,729"
2014,65 to 80+,Female,High school or equivalent,Other,No Income,"17,729"
2014,65 to 80+,Female,High school or equivalent,Other,"$5,000 to $9,999","11,211"
2014,65 to 80+,Female,High school or equivalent,Other,"$10,000 to $14,999","11,707"
2014,65 to 80+,Female,High school or equivalent,Other,"$15,000 to $24,999","10,465"
2014,65 to 80+,Female,High school or equivalent,Other,"$25,000 to $34,999","3,467"
2014,65 to 80+,Female,High school or equivalent,Other,"$35,000 to $49,999","1,893"
2014,65 to 80+,Female,High school or equivalent,Other,"$50,000 to $74,999","1,382"
2014,65 to 80+,Female,High school or equivalent,Other,"$75,000 and over",568
2014,65 to 80+,Female,High school or equivalent,Other,No Income,"6,163"
2014,65 to 80+,Female,High school or equivalent,Other,No Income,"6,163"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",White,No Income,"6,163"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",White,"$5,000 to $9,999","73,983"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",White,"$10,000 to $14,999","104,469"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",White,"$15,000 to $24,999","136,368"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",White,"$25,000 to $34,999","81,623"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",White,"$35,000 to $49,999","73,824"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",White,"$50,000 to $74,999","57,546"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",White,"$75,000 and over","34,233"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",White,No Income,"42,796"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",African American,No Income,"42,796"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",African American,"$5,000 to $9,999","5,434"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",African American,"$10,000 to $14,999","13,675"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",African American,"$15,000 to $24,999","13,613"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",African American,"$25,000 to $34,999","9,223"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",African American,"$35,000 to $49,999","7,041"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",African American,"$50,000 to $74,999","4,482"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",African American,"$75,000 and over","2,601"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",African American,No Income,"4,502"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Native American,No Income,"4,502"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Native American,"$5,000 to $9,999",75
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Native American,"$10,000 to $14,999",489
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Native American,"$15,000 to $24,999",632
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Native American,"$25,000 to $34,999",84
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Native American,"$35,000 to $49,999",345
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Native American,"$50,000 to $74,999",123
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Native American,"$75,000 and over",252
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Native American,No Income,319
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Asian,No Income,319
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Asian,"$5,000 to $9,999","13,645"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Asian,"$10,000 to $14,999","15,573"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Asian,"$15,000 to $24,999","10,131"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Asian,"$25,000 to $34,999","9,027"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Asian,"$35,000 to $49,999","5,819"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Asian,"$50,000 to $74,999","3,850"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Asian,"$75,000 and over","3,722"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Asian,No Income,"12,946"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Other,No Income,"12,946"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Other,"$5,000 to $9,999","5,092"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Other,"$10,000 to $14,999","6,739"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Other,"$15,000 to $24,999","9,267"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Other,"$25,000 to $34,999","3,450"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Other,"$35,000 to $49,999","3,319"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Other,"$50,000 to $74,999","1,813"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Other,"$75,000 and over","1,267"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Other,No Income,"3,817"
2014,65 to 80+,Female,"Some college, less than 4-yr degree",Other,No Income,"3,817"
2014,65 to 80+,Female,Bachelor's degree or higher,White,No Income,"3,817"
2014,65 to 80+,Female,Bachelor's degree or higher,White,"$5,000 to $9,999","43,478"
2014,65 to 80+,Female,Bachelor's degree or higher,White,"$10,000 to $14,999","55,377"
2014,65 to 80+,Female,Bachelor's degree or higher,White,"$15,000 to $24,999","74,572"
2014,65 to 80+,Female,Bachelor's degree or higher,White,"$25,000 to $34,999","53,837"
2014,65 to 80+,Female,Bachelor's degree or higher,White,"$35,000 to $49,999","67,607"
2014,65 to 80+,Female,Bachelor's degree or higher,White,"$50,000 to $74,999","81,241"
2014,65 to 80+,Female,Bachelor's degree or higher,White,"$75,000 and over","77,301"
2014,65 to 80+,Female,Bachelor's degree or higher,White,No Income,"36,917"
2014,65 to 80+,Female,Bachelor's degree or higher,African American,No Income,"36,917"
2014,65 to 80+,Female,Bachelor's degree or higher,African American,"$5,000 to $9,999","2,157"
2014,65 to 80+,Female,Bachelor's degree or higher,African American,"$10,000 to $14,999","1,456"
2014,65 to 80+,Female,Bachelor's degree or higher,African American,"$15,000 to $24,999","2,575"
2014,65 to 80+,Female,Bachelor's degree or higher,African American,"$25,000 to $34,999","4,282"
2014,65 to 80+,Female,Bachelor's degree or higher,African American,"$35,000 to $49,999","2,893"
2014,65 to 80+,Female,Bachelor's degree or higher,African American,"$50,000 to $74,999","4,095"
2014,65 to 80+,Female,Bachelor's degree or higher,African American,"$75,000 and over","5,827"
2014,65 to 80+,Female,Bachelor's degree or higher,African American,No Income,"1,526"
2014,65 to 80+,Female,Bachelor's degree or higher,Native American,No Income,"1,526"
2014,65 to 80+,Female,Bachelor's degree or higher,Native American,"$5,000 to $9,999",29
2014,65 to 80+,Female,Bachelor's degree or higher,Native American,"$10,000 to $14,999",212
2014,65 to 80+,Female,Bachelor's degree or higher,Native American,"$15,000 to $24,999",318
2014,65 to 80+,Female,Bachelor's degree or higher,Native American,"$25,000 to $34,999",63
2014,65 to 80+,Female,Bachelor's degree or higher,Native American,"$35,000 to $49,999",53
2014,65 to 80+,Female,Bachelor's degree or higher,Native American,"$50,000 to $74,999",48
2014,65 to 80+,Female,Bachelor's degree or higher,Native American,"$75,000 and over",36
2014,65 to 80+,Female,Bachelor's degree or higher,Native American,No Income,0
2014,65 to 80+,Female,Bachelor's degree or higher,Asian,No Income,0
2014,65 to 80+,Female,Bachelor's degree or higher,Asian,"$5,000 to $9,999","21,431"
2014,65 to 80+,Female,Bachelor's degree or higher,Asian,"$10,000 to $14,999","19,436"
2014,65 to 80+,Female,Bachelor's degree or higher,Asian,"$15,000 to $24,999","15,969"
2014,65 to 80+,Female,Bachelor's degree or higher,Asian,"$25,000 to $34,999","9,566"
2014,65 to 80+,Female,Bachelor's degree or higher,Asian,"$35,000 to $49,999","9,517"
2014,65 to 80+,Female,Bachelor's degree or higher,Asian,"$50,000 to $74,999","10,106"
2014,65 to 80+,Female,Bachelor's degree or higher,Asian,"$75,000 and over","9,292"
2014,65 to 80+,Female,Bachelor's degree or higher,Asian,No Income,"21,828"
2014,65 to 80+,Female,Bachelor's degree or higher,Other,No Income,"21,828"
2014,65 to 80+,Female,Bachelor's degree or higher,Other,"$5,000 to $9,999","2,378"
2014,65 to 80+,Female,Bachelor's degree or higher,Other,"$10,000 to $14,999","2,474"
2014,65 to 80+,Female,Bachelor's degree or higher,Other,"$15,000 to $24,999","3,296"
2014,65 to 80+,Female,Bachelor's degree or higher,Other,"$25,000 to $34,999","2,113"
2014,65 to 80+,Female,Bachelor's degree or higher,Other,"$35,000 to $49,999","1,574"
2014,65 to 80+,Female,Bachelor's degree or higher,Other,"$50,000 to $74,999","2,233"
2014,65 to 80+,Female,Bachelor's degree or higher,Other,"$75,000 and over","2,142"
2014,65 to 80+,Female,Bachelor's degree or higher,Other,No Income,"3,628"
2014,65 to 80+,Female,Bachelor's degree or higher,Other,No Income,"3,628"
2014,65 to 80+,Female,No high school diploma,White,No Income,"3,628"
2014,65 to 80+,Female,No high school diploma,White,"$5,000 to $9,999","99,091"
2014,65 to 80+,Female,No high school diploma,White,"$10,000 to $14,999","88,279"
2014,65 to 80+,Female,No high school diploma,White,"$15,000 to $24,999","60,250"
2014,65 to 80+,Female,No high school diploma,White,"$25,000 to $34,999","18,067"
2014,65 to 80+,Female,No high school diploma,White,"$35,000 to $49,999","9,246"
2014,65 to 80+,Female,No high school diploma,White,"$50,000 to $74,999","4,422"
2014,65 to 80+,Female,No high school diploma,White,"$75,000 and over","2,104"
2014,65 to 80+,Female,No high school diploma,White,No Income,"68,487"
2014,65 to 80+,Female,No high school diploma,African American,No Income,"68,487"
2014,65 to 80+,Female,No high school diploma,African American,"$5,000 to $9,999","5,084"
2014,65 to 80+,Female,No high school diploma,African American,"$10,000 to $14,999","8,624"
2014,65 to 80+,Female,No high school diploma,African American,"$15,000 to $24,999","4,089"
2014,65 to 80+,Female,No high school diploma,African American,"$25,000 to $34,999",771
2014,65 to 80+,Female,No high school diploma,African American,"$35,000 to $49,999",803
2014,65 to 80+,Female,No high school diploma,African American,"$50,000 to $74,999",414
2014,65 to 80+,Female,No high school diploma,African American,"$75,000 and over",206
2014,65 to 80+,Female,No high school diploma,African American,No Income,"4,553"
2014,65 to 80+,Female,No high school diploma,Native American,No Income,"4,553"
2014,65 to 80+,Female,No high school diploma,Native American,"$5,000 to $9,999",985
2014,65 to 80+,Female,No high school diploma,Native American,"$10,000 to $14,999","1,009"
2014,65 to 80+,Female,No high school diploma,Native American,"$15,000 to $24,999",357
2014,65 to 80+,Female,No high school diploma,Native American,"$25,000 to $34,999",158
2014,65 to 80+,Female,No high school diploma,Native American,"$35,000 to $49,999",127
2014,65 to 80+,Female,No high school diploma,Native American,"$50,000 to $74,999",0
2014,65 to 80+,Female,No high school diploma,Native American,"$75,000 and over",109
2014,65 to 80+,Female,No high school diploma,Native American,No Income,773
2014,65 to 80+,Female,No high school diploma,Asian,No Income,773
2014,65 to 80+,Female,No high school diploma,Asian,"$5,000 to $9,999","53,631"
2014,65 to 80+,Female,No high school diploma,Asian,"$10,000 to $14,999","33,283"
2014,65 to 80+,Female,No high school diploma,Asian,"$15,000 to $24,999","10,216"
2014,65 to 80+,Female,No high school diploma,Asian,"$25,000 to $34,999","3,775"
2014,65 to 80+,Female,No high school diploma,Asian,"$35,000 to $49,999","1,912"
2014,65 to 80+,Female,No high school diploma,Asian,"$50,000 to $74,999",442
2014,65 to 80+,Female,No high school diploma,Asian,"$75,000 and over",306
2014,65 to 80+,Female,No high school diploma,Asian,No Income,"28,157"
2014,65 to 80+,Female,No high school diploma,Other,No Income,"28,157"
2014,65 to 80+,Female,No high school diploma,Other,"$5,000 to $9,999","33,784"
2014,65 to 80+,Female,No high school diploma,Other,"$10,000 to $14,999","29,190"
2014,65 to 80+,Female,No high school diploma,Other,"$15,000 to $24,999","13,877"
